"Trace ID","Trace name","Start time","Duration"
7336686a1b06a08f6667af22527e64dd,dss-prototype: /tracks,2022-04-21 01:50:20.499,9.65 ms
67ddc0d8f92959f561d41a5f9816a819,dss-prototype: /tracks,2022-04-21 01:50:19.476,14.2 ms
b53fc2e6d4b7a44fb70b52a8c36c752e,dss-prototype: /tracks,2022-04-21 01:50:18.458,9.39 ms
f90f7332bc258d6461844676c244b86a,dss-prototype: /tracks,2022-04-21 01:50:17.443,9.25 ms
f2074cb7c321ae08b18f9dab778504f3,dss-prototype: /IAD,2022-04-21 01:50:15.918,517 ms
0171c18d7b9e15277b833845abdbb14f,dss-prototype: /RIC,2022-04-21 01:50:14.367,565 ms
1b6dd6588a561e6db0c0ffc46bf9c34a,dss-prototype: /tracks,2022-04-21 01:50:13.341,19.2 ms
3fbff12a09c54e6f0bd010ac32bf8d71,dss-prototype: /tracks,2022-04-21 01:50:12.322,8.57 ms
ae4b5dce7762edaba8ed7a2f21003d0e,dss-prototype: /tracks,2022-04-21 01:50:11.305,9.59 ms
5e9ffc7e09f7681f4a006159d868b5f1,dss-prototype: /tracks,2022-04-21 01:50:10.288,9.45 ms
371c61b88f3238babdb8c46eafaa1f3f,dss-prototype: /tracks,2022-04-21 01:50:09.271,9.21 ms
2e9ac165e7b483e7364228c694b5e300,dss-prototype: /IAD,2022-04-21 01:50:07.672,592 ms
34a4ac92a80e2a2dd560d7e68137077a,dss-prototype: /RIC,2022-04-21 01:50:06.164,500 ms
035ddd406f302b9b5c084f952dc3959e,dss-prototype: /tracks,2022-04-21 01:50:05.149,8.56 ms
d8061325505c56cda9d0bcd3343dd0af,dss-prototype: /tracks,2022-04-21 01:50:04.131,9.65 ms
274044a2303e03cc8e5e4ecfb1798d8c,dss-prototype: /tracks,2022-04-21 01:50:03.112,10.8 ms
380a0a7a9f70b5cb6a61e8fed3d749c5,dss-prototype: /tracks,2022-04-21 01:50:02.093,11.2 ms
1585655e0fd49129472f71abba6d812f,dss-prototype: /tracks,2022-04-21 01:50:01.059,21.9 ms
282062bc58a7a244ef52a99eb4fbe52f,dss-prototype: /IAD,2022-04-21 01:49:59.509,539 ms
74f0bd79f5fb930b98c30e97c20cc0c1,dss-prototype: /RIC,2022-04-21 01:49:58.033,468 ms
a4881f1e18ba21bb164ce71f8547994e,dss-prototype: /tracks,2022-04-21 01:49:57.016,9.07 ms
